Source_ID	Strain	Supergroup	Phylum	Class	Order	Family	Genus	Species	Notes
MMETSP0894	CCMP 452	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0895	CCMP 452	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0896	CCMP 452	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP0897	CCMP 452	Stramenopile	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Heterosigma	Heterosigma akashiwo	Archibald 2018
MMETSP1452	CCMP3072	Stramenopile	Ochrophyta	Synchromophyceae	Synchromales	Synchromaceae	Synchroma	Synchroma pusillum	Schmidt et al. 2012
MMETSP0945	CCMP2940	Stramenopile	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae	Vaucheria	Vaucheria litorea	Archibald 2018
MMETSP0946	CCMP2940	Stramenopile	Ochrophyta	Xanthophyceae	Vaucheriales	Vaucheriaceae	Vaucheria	Vaucheria litorea	Archibald 2018
MMETSP0098	NY0313808BC1	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0099	NY0313808BC1	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0100	NY0313808BC1	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0974	CCMP2097	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0975	CCMP2097	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0976	CCMP2097	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0977	CCMP2097	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0990	CCMP2098	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0991	CCMP2098	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0992	CCMP2098	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP0993	CCMP2098	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
MMETSP1433	NY07348D	Stramenopile	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Uncertain	Not described
